"Country","filter","1step","2steps","3steps","4steps","avg1-4steps"
"US","HP",1.00500274959465,0.988379119954909,1.00155023597393,1.01870115017808,1.00506179722474
"US","HP3k",0.993668177738033,0.960895708958611,0.950608276167671,0.962240589176233,0.943023489867957
"US","HP400k",1.00937317633572,1.01468227411579,1.01441430491085,1.01473891005182,1.02394900973107
"US","Hamilton",0.988613413669056,1.01000492363211,1.03147952472681,1.0231218271264,1.01881837874977
"US","Linear",1.0228869388918,1.04021347202661,1.04531114880016,1.04526930853617,1.06576326905667
"US","Quad",1.00255757579526,1.00313617324441,1.02254854182759,1.02698918205758,1.02310741588859
"US","BN",0.98681688391352,0.947686662040411,0.943053755490003,0.973009028678772,0.936602613978513
"US","UC",0.993387468760085,0.964910531742027,0.946007293423067,0.926646241547949,0.930496009190113
"US","avgcomb",0.961714237307888,0.926614145870583,0.911363281847035,0.920325893699866,0.88546559647124
"US","Bates-Granger",0.958494626810808,0.921156922955888,0.90293636687104,0.912076722556459,0.877682302395696
"GB","HP",0.998007905158152,0.977225064284737,0.978192329940136,0.990130556599122,0.969353911874026
"GB","HP3k",0.986719649897691,0.967602503457818,0.970952287798761,0.986827553664304,0.9492706836561
"GB","HP400k",0.991229881429275,0.991238780889292,1.00261548812398,1.01844416300455,1.00595613481896
"GB","Hamilton",0.973872731054533,0.958881467101133,0.979028522636634,0.997802141696008,0.942488003165724
"GB","Linear",1.00618772051127,1.01094635499165,1.0223289185354,1.03369992176727,1.04916945675134
"GB","Quad",0.972323332241897,0.959675207021978,0.967380498275419,0.984128487777529,0.92793524962286
"GB","BN",0.98708255231226,0.982400441688043,0.988284086043984,0.994290867332618,0.970236336310965
"GB","UC",1.02399935780159,1.0109493012556,0.99813174789297,0.980500763846139,1.00608959718176
"GB","avgcomb",0.966940944549799,0.951797443052192,0.955201145288044,0.965816083076096,0.89939700671204
"GB","Bates-Granger",0.96472009590787,0.949676676189613,0.952189057939864,0.961212825361525,0.894114326991919
"CA","HP",1.02038420559131,1.02297027544897,1.03529488859789,1.04379192691619,1.06139484365861
"CA","HP3k",1.01976126863065,1.02405264585232,1.03467755079576,1.04327547329637,1.06108755926148
"CA","HP400k",1.01182528449074,1.02236009930466,1.04228446441126,1.06271719195322,1.07229549485127
"CA","Hamilton",1.01983932370873,1.0425198650836,1.05357950745615,1.05472524362577,1.09383679843641
"CA","Linear",1.00927400075867,1.01734599190089,1.03963901781647,1.06323395806522,1.06750961333262
"CA","Quad",1.02719777012438,1.03604782451083,1.0538251525258,1.06705947786287,1.09403178688059
"CA","BN",1.00780059170857,1.00126185133499,1.01234807717517,1.01394761348833,1.01749951709436
"CA","UC",1.01006289063794,1.01233427805771,1.01383034854634,1.00980178810409,1.02576148499431
"CA","avgcomb",1.0078009095707,1.01336230317265,1.02527536412042,1.03343209442962,1.04154615096986
"CA","Bates-Granger",1.00546499968586,1.01106151643205,1.02216109261823,1.0282483396892,1.03633448734083
"AU","HP",0.95131472972384,0.927064912242309,0.935748956061518,0.945220314014907,0.888201852203618
"AU","HP3k",0.956282060174627,0.935173945747594,0.948925805941065,0.961493813925545,0.90668253084933
"AU","HP400k",1.01859686595378,1.01427555041346,1.02381190320481,1.03080201246199,1.03802415084487
"AU","Hamilton",1.02299918937824,1.03908633962823,1.06825421427249,1.09618690931992,1.09809365182886
"AU","Linear",1.02659031032226,1.02671648484054,1.0365945077147,1.04224720760778,1.05804291672065
"AU","Quad",1.02304382618955,1.01051529375082,1.02346189292942,1.02577696763728,1.03090809746627
"AU","BN",1.00642595563814,0.980406619312584,0.977760922517172,0.984956812152678,0.968670266413622
"AU","UC",1.03188707583478,1.03196923668896,1.03339740846508,1.03053556454743,1.05517766395955
"AU","avgcomb",0.953559417910578,0.940830397426145,0.949620056444139,0.959079263655441,0.912475074137565
"AU","Bates-Granger",0.940099490494073,0.925268638653785,0.936011482915767,0.945110218706227,0.890201883780922
"DE","HP",1.01553401666511,1.00917255121594,1.01290358111467,1.02911276872715,1.03774979069267
"DE","HP3k",1.01500837661199,1.0064233321993,1.01086251164338,1.02971740574434,1.03601901820383
"DE","HP400k",1.01584315531324,0.996038615559016,1.01440423169641,1.0399763218302,1.04251988497838
"DE","Hamilton",1.00684871244492,0.979509316014423,0.99792143197656,0.999810285524609,0.989112243324732
"DE","Linear",1.03440231144669,1.0244467425108,1.04449686011126,1.06238281560213,1.09516577408446
"DE","Quad",0.989854096906675,0.981668139224819,0.986220137161276,1.01819356794505,0.984350373505483
"DE","BN",1.05760195721244,0.996845276545895,1.00317673905396,1.05382488308756,1.00539534482407
"DE","UC",1.04173179268394,1.03191593370126,1.04087641410017,1.04721031867889,1.08821401935129
"DE","avgcomb",0.992315714289475,0.975276366134624,0.984237816505836,1.00441863661311,0.977171411033143
"DE","Bates-Granger",0.98695692402514,0.967726998379787,0.977839532085559,0.994141824627017,0.957369936627339
"FR","HP",1.00332824854642,0.994073264575004,1.00284281144144,1.02287488024906,1.00645165483518
"FR","HP3k",1.00333874012879,0.99567538605271,1.00643916398022,1.02766286962397,1.01114712499611
"FR","HP400k",0.999334778881625,0.999624429393774,1.01710718846311,1.04477645552777,1.02430882580199
"FR","Hamilton",1.00551179734638,1.00387764711723,1.01234697282802,1.01343758196981,1.01627672503036
"FR","Linear",0.985504415771471,0.986975493045792,1.0078874164998,1.05018020320438,1.00659996042399
"FR","Quad",1.00558466038948,0.999639511419963,1.0085892127344,1.02353206943656,1.01415923351283
"FR","BN",0.993674630625874,0.989184603794776,0.996048148420194,1.02761622734659,0.996143249977122
"FR","UC",1.00123360685626,0.998407341734946,1.00488232880006,1.01786320964406,1.00802277627018
"FR","avgcomb",0.990792082061828,0.985627068209734,0.995597670039789,1.01698800453027,0.989714417509233
"FR","Bates-Granger",0.988641891576502,0.983207740119856,0.992684503291283,1.01250786502389,0.986078311669428
"JP","HP",1.00922447946499,1.01557873442148,1.0197255545359,1.01757991882737,1.03060015232169
"JP","HP3k",1.00642125702885,1.00494931098075,1.00336028758032,1.00311496751804,1.00957060023392
"JP","HP400k",0.974291274862126,0.945180771290901,0.925949380415639,0.930334163816706,0.88369542101943
"JP","Hamilton",1.0136838357044,1.0083641140428,1.01351351174424,0.975229106702499,1.00937705161363
"JP","Linear",0.968587292209098,0.938420929607911,0.920097478135652,0.92797001122748,0.872597761425966
"JP","Quad",1.01305012223096,1.02426758309237,1.03665879856684,1.04590588163527,1.05758050058184
"JP","BN",1.00973255123844,0.95730041935677,0.986512970959448,0.994878135553112,0.965312684942947
"JP","UC",1.02454877544838,1.02499350880073,1.01320600444716,1.01135200640765,1.0402413054327
"JP","avgcomb",0.981477204097023,0.965489495735776,0.962268151152187,0.959199652640471,0.933465429758771
"JP","Bates-Granger",0.978337652314059,0.959842649316029,0.952551031442366,0.950149961930542,0.922424662288375
